"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 10 02:47:31 UTC 2026","Wed Jun 10 02:47:31 UTC 2026","245","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwDeInterventionAllianzGeneralvertretungTest","wlwDeInterventionAllianzGeneralvertretungTest",""
"broken","Wed Jun 10 02:48:14 UTC 2026","Wed Jun 10 02:48:34 UTC 2026","20022","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","pvMatchEmptyCompanyListTest","AI Search PV match: empty companyList",""
"failed","Wed Jun 10 02:47:30 UTC 2026","Wed Jun 10 02:47:31 UTC 2026","1197","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testTopRankingPreview","testTopRankingPreview",""
"passed","Wed Jun 10 02:47:23 UTC 2026","Wed Jun 10 02:47:24 UTC 2026","221","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","wlwEnRewriteAirbagsTest","wlwEnRewriteAirbagsTest",""
"broken","Wed Jun 10 02:42:47 UTC 2026","Wed Jun 10 02:42:47 UTC 2026","12","API Coverage - Arise + Bamboo + Dolphin","Bamboo-Technical","com.testcase.dolphin.cpvProduct.CpvTest","com.testcase.dolphin.cpvProduct.CpvTest","findCategoryByIdTest","findCategoryById",""
"passed","Wed Jun 10 02:47:16 UTC 2026","Wed Jun 10 02:47:18 UTC 2026","1939","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","WlwProductPriceRangeFilterTest","WlwProductPriceRangeFilterTest",""
"passed","Wed Jun 10 02:47:33 UTC 2026","Wed Jun 10 02:47:33 UTC 2026","212","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwEnNormalizationScarfCashmereWoolTest","wlwEnNormalizationScarfCashmereWoolTest",""
"broken","Wed Jun 10 02:50:14 UTC 2026","Wed Jun 10 02:50:35 UTC 2026","20718","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallSingleFilterTest","AI Search recall: single filter (verified=true)",""
"passed","Wed Jun 10 02:42:48 UTC 2026","Wed Jun 10 02:42:48 UTC 2026","21","API Coverage - Arise + Bamboo + Dolphin","Bamboo-Technical","com.testcase.dolphin.cpvProduct.CpvTest","com.testcase.dolphin.cpvProduct.CpvTest","listTopCategoriesTest","list top Categories",""
"passed","Wed Jun 10 02:47:24 UTC 2026","Wed Jun 10 02:47:25 UTC 2026","390","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","epDeRewriteAdressbuecherTest","epDeRewriteAdressbuecherTest",""
"broken","Wed Jun 10 02:50:55 UTC 2026","Wed Jun 10 02:51:15 UTC 2026","20013","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","termRecommendNoMockTest","AI Search term recommend API without mock",""
"passed","Wed Jun 10 02:42:46 UTC 2026","Wed Jun 10 02:42:46 UTC 2026","29","API Coverage - Arise + Bamboo + Dolphin","Arise-Technical","com.testcase.arise.seo.api.tmb.SEOElementsAPITest","com.testcase.arise.seo.api.tmb.SEOElementsAPITest","getAllElementsByUrlTest","getAllElementsByUrlTest",""
"failed","Wed Jun 10 02:47:29 UTC 2026","Wed Jun 10 02:47:29 UTC 2026","257","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchNoResult","testCompanyMainSearchNoResult",""
"passed","Wed Jun 10 02:47:26 UTC 2026","Wed Jun 10 02:47:26 UTC 2026","409","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","epEnRewriteAirbagsTest","epEnRewriteAirbagsTest",""
"passed","Wed Jun 10 02:47:19 UTC 2026","Wed Jun 10 02:47:19 UTC 2026","220","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","epDeRewriteAdressbuecherTest","epDeRewriteAdressbuecherTest",""
"passed","Wed Jun 10 02:47:21 UTC 2026","Wed Jun 10 02:47:22 UTC 2026","655","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","productSearchRelevanceReportToolTest","productSearchRelevanceReportToolTest",""
"broken","Wed Jun 10 02:47:34 UTC 2026","Wed Jun 10 02:47:54 UTC 2026","20639","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","inferenceShortQueryTest","AI Search inference: minimal searchText boundary",""
"passed","Wed Jun 10 02:47:20 UTC 2026","Wed Jun 10 02:47:21 UTC 2026","228","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","productMainSearchNoResultTest","product main search without TR, return 0 result",""
"passed","Wed Jun 10 02:47:15 UTC 2026","Wed Jun 10 02:47:15 UTC 2026","879","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","WlwProductNewMainSearchLocationFilterTest","WlwProductNewMainSearchLocationFilterTest",""
"passed","Wed Jun 10 02:47:12 UTC 2026","Wed Jun 10 02:47:13 UTC 2026","503","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","EpProductNewMainSearchTest","EpProductNewMainSearchTest",""
"passed","Wed Jun 10 02:47:24 UTC 2026","Wed Jun 10 02:47:24 UTC 2026","60","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","companySearchFilterTest","companySearchFilterTest",""
"passed","Wed Jun 10 02:51:36 UTC 2026","Wed Jun 10 02:51:36 UTC 2026","73","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","otherStoreProductRecommendTest","product other store recommend",""
"passed","Wed Jun 10 02:51:36 UTC 2026","Wed Jun 10 02:51:36 UTC 2026","67","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","homepageProductRecommendTest","homepage product recommend -- wlw",""
"broken","Wed Jun 10 02:49:54 UTC 2026","Wed Jun 10 02:50:14 UTC 2026","20015","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallSecondPageTest","AI Search recall: pagination page 2",""
"passed","Wed Jun 10 02:51:36 UTC 2026","Wed Jun 10 02:51:36 UTC 2026","70","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","cppProductRecommendTest","recommend products in CPP -- wlw",""
