"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","107","should fire click tracking on product price click","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
"","369","should fire hitArea tracking when pricing hint text is clicked (bubbling)","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
"","146","should fire click tracking on product image click","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
"","1510","should fire click_login_alibabaButton on Alibaba button click","Analytics: Supplier Login (GA3)","2026-07-16","passed","2026-07-16","","Social Login buttons","",""
"","2294","should validate GA3 pageView","Analytics: Showroom (GA3)","2026-07-16","passed","2026-07-16","","","",""
"","23871","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the showroom product card federated widget","Analytics: Showroom – Direct Request Widget / QDR modal (GA3)","2026-07-16","passed","2026-07-16","","","",""
"","29","should fire show tracking on portfolio button impression","Analytics: Company Search (GA3)","2026-07-16","passed","2026-07-16","","company card tracking","",""
"","1388","should fire show_productSerp_productCard on card impression","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
"","478","should fire click tracking on product name click","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
"","19256","stycky panel should:: fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the CPP sticky panel federated widget","Analytics: PDP – Direct Request Widget / QDR modal (GA3)","2026-07-16","passed","2026-07-16","","","",""
"","1679","should fire show_serp_companyCard on card impression","Analytics: Company Search (GA3)","2026-07-16","passed","2026-07-16","","company card tracking","",""
"","1467","should fire show tracking on sponsored brand contact button impression","Analytics: Company Search (GA3)","2026-07-16","passed","2026-07-16","","sponsored brand tracking","",""
"","234","should fire click tracking on more products card click","Analytics: Company Search (GA3)","2026-07-16","passed","2026-07-16","","company card tracking","",""
"","234","should fire click_serp_companyCard on company name click","Analytics: Company Search (GA3)","2026-07-16","passed","2026-07-16","","company card tracking","",""
"","238","should fire hitArea tracking when PriceAction empty area is clicked (bubbling)","Analytics: Product Search (GA3)","2026-07-16","passed","2026-07-16","","product card tracking","",""
