"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","38","should fire show tracking on portfolio button impression","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt treatment)","",""
"","562","should fire click tracking on product card hit area click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt treatment)","",""
"","160","should fire click tracking on minimum order quantity click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","156","should fire click tracking on portfolio button click","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt treatment)","",""
"","85","should fire show tracking on contact button impression","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt control)","",""
"","313","should fire click tracking on product name click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","31","should fire show tracking on portfolio product impression","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt control)","",""
"","57","should fire show tracking on contact button impression","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","172","should fire click tracking on product description click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","257","should fire click tracking on image prev-arrow click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","160","should fire click tracking on image next-arrow click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","303","should fire click tracking on more products card click","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt treatment)","",""
"","300","should fire click_serp_companyCard on company name click","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt control)","",""
"","209","should fire click tracking on company name click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","179","should fire click tracking on portfolio product name click","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt control)","",""
"","122","should fire click tracking on company name click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt treatment)","",""
"","186","should fire productImage tracking when SponsoredLabel is clicked (bubbling)","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt treatment)","",""
"","769","should fire click tracking on product image click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt control)","",""
"","212","should fire click_serp_companyCard on card hit area click","Analytics: Company Search (GA3)","2026-07-08","passed","2026-07-08","","company card tracking (216-product-salt treatment)","",""
"","234","should fire click tracking on product image click","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt treatment)","",""
"","129","should fire companyName tracking when VerifiedLabel is clicked (bubbling)","Analytics: Product Search (GA3)","2026-07-08","passed","2026-07-08","","product card tracking (216-product-salt treatment)","",""
