"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11517","should display header, hero, and footer","critical regression","2026-07-18","failed","2026-07-18","direct-request-e2e","requests","",""
"","8009","should keep results after verified filter and new header search","regression","2026-07-18","passed","2026-07-18","ai-company-search-regression","company-search","",""
"","9605","should display Your latest identified visitors table","regression","2026-07-18","passed","2026-07-18","ep-business-insights-regression","my-account","",""
"","10170","should display the correct page heading","regression","2026-07-18","passed","2026-07-18","ep-my-account-regression","my-account","",""
"","2217","should load showroom with breadcrumbs, results and product cards","smoke","2026-07-18","passed","2026-07-18","","showroom","",""
"","9745","should display header with EP logo and all nav buttons","smoke","2026-07-18","failed","2026-07-18","","homepage","",""
"","7334","should display My Companies section","regression","2026-07-18","passed","2026-07-18","ep-my-account-regression","my-account","",""
"","1509","should load showroom URL and display breadcrumbs","regression","2026-07-18","passed","2026-07-18","ep-showroom-regression","showroom","",""
"","4643","should run AI reasoning panel touchpoint when available","smoke","2026-07-18","passed","2026-07-18","","ai-company-search-smoke","",""
"","907","should display the breadcrumb with supplier name","smoke","2026-07-18","passed","2026-07-18","","requests-smoke","",""
"","5194","should open a conversation when the first card is clicked on europages","smoke","2026-07-18","passed","2026-07-18","","conversations-smoke","",""
"","9506","should navigate away from homepage after searching","regression","2026-07-18","failed","2026-07-18","ep-homepage-regression","homepage","",""
"","1762","should display CPV section title and correct showroom-cate links","smoke","2026-07-18","passed","2026-07-18","","homepage","",""
"","1287","should load europages conversations page after login","smoke","2026-07-18","passed","2026-07-18","","conversations-smoke","",""
"","2499","should open sorting options","smoke","2026-07-18","passed","2026-07-18","","ai-product-search-smoke","",""
"","3594","should load CPV with breadcrumbs and product cards","smoke","2026-07-18","passed","2026-07-18","","cpv","",""
"","2614","should run AI reasoning panel touchpoint when available","smoke","2026-07-18","passed","2026-07-18","","ai-product-search-smoke","",""
"","31697","should navigate to product detail when clicking first product card","regression","2026-07-18","failed","2026-07-18","ep-showroom-regression","showroom","",""
"","670","should load the success page for europages in ITALIAN (it)","regression","2026-07-18","passed","2026-07-18","direct-request-success-regression","requests","",""
"","1430","should display non-empty current page breadcrumb","smoke","2026-07-18","passed","2026-07-18","","requests-smoke","",""
"","6747","should run a new search from the header search form","regression","2026-07-18","passed","2026-07-18","ai-company-search-regression","company-search","",""
"","4510","should keep results after verified filter and new header search","regression","2026-07-18","passed","2026-07-18","ai-product-search-regression","product-search","",""
"","2402","should display breadcrumbs","regression","2026-07-18","passed","2026-07-18","ai-product-search-regression","product-search","",""
"","6071","should display core elements on the first company card","regression","2026-07-18","passed","2026-07-18","ai-company-search-regression","company-search","",""
"","1568","should display the FAQ section","critical regression","2026-07-18","passed","2026-07-18","direct-request-e2e","requests","",""
"","1134","should display company description","regression","2026-07-18","passed","2026-07-18","ep-cpp-regression","cpp","",""
