"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11628","should display filter options in German","smoke","2026-06-16","failed","2026-06-16","","product-search-smoke","",""
"","3839","should display breadcrumbs","smoke","2026-06-16","passed","2026-06-16","","company-search-smoke","",""
"","1004","should load the RFQ success page for wlw in ENGLISH (en)","regression","2026-06-16","passed","2026-06-16","rfq-success-regression","requests","",""
"","5411","should display and open sorting options","regression","2026-06-16","broken","2026-06-16","filters-regression","company-search","",""
"","2200","should load Switzerland domain with default language","regression","2026-06-16","passed","2026-06-16","domain-smoke","product-search","",""
"","2187","should show a non-empty current page breadcrumb","critical regression","2026-06-16","broken","2026-06-16","direct-request-e2e","requests","",""
"","1391","should display the success page and supplier data","critical regression","2026-06-16","passed","2026-06-16","direct-request-e2e","requests","",""
"","3757","should display sponsored brand card with complete information","regression","2026-06-16","passed","2026-06-16","product-sponsored-brand","product-search","",""
"","7388","should load Poland domain with company search","regression","2026-06-16","passed","2026-06-16","domain-smoke","company-search","",""
"","9404","should display Security section","regression","2026-06-16","passed","2026-06-16","wlw-my-account-regression","my-account","",""
"","4985","should display required company card basic elements","regression","2026-06-16","passed","2026-06-16","ai-company-search-regression","company-search","",""
"","11731","should keep AI reasoning panel after a header search","regression","2026-06-16","passed","2026-06-16","ai-company-search-regression","company-search","",""
"","2502","should load europages product search page in French","smoke","2026-06-16","passed","2026-06-16","","product-search-smoke","",""
"","6981","should navigate away from homepage after searching","regression","2026-06-16","passed","2026-06-16","wlw-homepage-regression","homepage","",""
"","102","should have europages domains configured for testing","regression","2026-06-16","passed","2026-06-16","domain-smoke","product-search","",""
"","21478","should search for companies in German","smoke","2026-06-16","failed","2026-06-16","","company-search-smoke","",""
"","5612","should load europages company search page in French","smoke","2026-06-16","passed","2026-06-16","","company-search-smoke","",""
"","1130","should load the success page for wlw in ENGLISH (en)","regression","2026-06-16","passed","2026-06-16","direct-request-success-regression","requests","",""
"","6442","should navigate to product SERP via products tab","regression","2026-06-16","passed","2026-06-16","ai-company-search-regression","company-search","",""
"","4620","should navigate from home to /conversations via the messages icon on europages","smoke","2026-06-16","passed","2026-06-16","","conversations-smoke","",""
"","10735","should have all about-me fields enabled","regression","2026-06-16","passed","2026-06-16","wlw-my-account-regression","my-account","",""
"","29280","should apply company type filters","regression","2026-06-16","passed","2026-06-16","filters-regression","product-search","",""
"","7400","should navigate with arrow buttons (4 products per page)","regression","2026-06-16","passed","2026-06-16","recommendations-regression","product-search","",""
"","1783","should not redirect authenticated user to login page on wlw","smoke","2026-06-16","passed","2026-06-16","","conversations-smoke","",""
"","17990","should sign in successfully with valid purchaser credentials","smoke","2026-06-16","passed","2026-06-16","","wlw-login-smoke","",""
"","1684","should load showroom on Italy (https://www.europages-staging.it)","regression","2026-06-16","passed","2026-06-16","domain-smoke","showroom","",""
"","4515","should open sorting options","smoke","2026-06-16","passed","2026-06-16","","ai-company-search-smoke","",""
"","6626","should display core elements on the first company card","regression","2026-06-16","passed","2026-06-16","ai-company-search-regression","company-search","",""
"","2641","should show an error when an invalid file type is uploaded","critical regression","2026-06-16","passed","2026-06-16","direct-request-e2e","requests","",""
"","19222","should maintain filters after search","regression","2026-06-16","passed","2026-06-16","filters-regression","product-search","",""
"","2039","should load homepage on Spain (https://www.europages-staging.es)","regression","2026-06-16","passed","2026-06-16","domain-smoke","homepage","",""
