"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8510","should fire ai_cta_click with create_with_ai when Create with AI is clicked","Analytics: RFQ (GA3)","2026-09-10","passed","2026-09-10","","rfq_ai_tracking (DRG-581 treatment)","",""
"","612","should fire show_pdp_companyInfo_externalLink when company website link is visible","Analytics: PDP Desktop (GA3)","2026-09-10","passed","2026-09-10","","info section & gallery","",""
"","40","should fire filter_chips_show on category filter chips impression","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","122","should fire click tracking on product description click","Analytics: Product Search (GA3)","2026-09-10","passed","2026-09-10","","product card tracking","",""
"","194","should fire click_contactForm_close when contact modal is closed","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","155","should fire click tracking on portfolio button click","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
"","2140","validates page_view on sign-in page","Analytics: Sign In / Sign Up (GA4)","2026-09-11","passed","2026-09-11","","page_view","",""
"","598","should fire mobile_company_modules_show on company card impression","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","25","should fire show tracking on portfolio product impression","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
"","237","should fire show_pdp_productImage on gallery image impression","Analytics: PDP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & chrome","",""
"","35","should fire show_cpp_wlwAppBanner on app scene banner impression","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","252","should fire click tracking on portfolio product click","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
"","117","should fire click tracking on minimum order quantity click","Analytics: Product Search (GA3)","2026-09-10","passed","2026-09-10","","product card tracking","",""
"","273","should fire hitArea tracking when pricing hint text is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-10","passed","2026-09-10","","product card tracking","",""
"","7575","should fire ai_banner_show with create_with_ai when the create banner is visible","Analytics: RFQ (GA3)","2026-09-10","passed","2026-09-10","","rfq_ai_tracking (DRG-581 treatment)","",""
"","35","should fire show_cpp_viewMoreCompanyProductsButton on load-more impression","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","515","should fire click_pdp_productCard_imageSwipe when product-card image changes","Analytics: PDP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & chrome","",""
"","74","should fire show_cpp_productCard_contactFormButton on mobile product contact","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","85","should fire show_cpp_productCard_contactFormButton on product card contact impression","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","41","should fire show_pdp_similarProductsWidget_shown on similar products widget impression","Analytics: PDP Desktop (GA3)","2026-09-10","passed","2026-09-10","","company products, widgets & chrome","",""
"","163","should fire company_details_copy_click when opening company detail sheet","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","21468","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the showroom product card federated widget","Analytics: Showroom – Direct Request Widget / QDR modal (GA3)","2026-09-10","passed","2026-09-10","","","",""
"","102","should fire show_cpp_productCategoriesSection on categories impression","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","229","should fire show_pdp_module_product_specification on specification impression","Analytics: PDP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & chrome","",""
"","94","should fire click tracking on company name click","Analytics: Product Search (GA3)","2026-09-10","passed","2026-09-10","","product card tracking","",""
"","21","should fire recommended_products_show on recommended/trending widget impression","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","15","should fire sort_show and sort_click via mobile sort chip","Analytics: CPP Mobile (GA3)","2026-09-10","passed","2026-09-10","","modules & product list","",""
"","265","should fire paginate_click on product image arrows or company images show-more","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","4453","should validate GA3 pageView on signIn","Analytics: Supplier Login (GA3)","2026-09-10","passed","2026-09-10","","Sign-in UV (signIn)","",""
"","7486","should validate GA3 pageView","Analytics: Product Search (GA3)","2026-09-10","passed","2026-09-10","","page_view","",""
"","94","should fire image_enlarge on company images section impression","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","172","should fire company_card_click on card hit area click","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
"","264","should fire click_pdp_otherCompanyProducts_paginate on next products click","Analytics: PDP Desktop (GA3)","2026-09-10","passed","2026-09-10","","company products, widgets & chrome","",""
"","137","should fire company_card_click when description is clicked (bubbling to card)","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
"","331","should fire click_pdp_productCard_imageArrows on product-card image arrow click","Analytics: PDP Desktop (GA3)","2026-09-10","passed","2026-09-10","","company products, widgets & chrome","",""
"","1041","validates login_click_social on Apple button click","Analytics: Sign In / Sign Up (GA4)","2026-09-11","passed","2026-09-11","","social login","",""
"","1292","should fire profile_items_show on info-section contact impression","Analytics: CPP Desktop (GA3)","2026-09-10","passed","2026-09-10","","profile & products","",""
"","274","should fire click tracking on contact button click","Analytics: Company Search (GA3)","2026-09-10","passed","2026-09-10","","company card tracking","",""
