"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 11 03:17:24 UTC 2026","Thu Jun 11 03:17:25 UTC 2026","173","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchNoResult","testCompanyMainSearchNoResult",""
"passed","Thu Jun 11 03:17:22 UTC 2026","Thu Jun 11 03:17:22 UTC 2026","307","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","epEsRewriteJalapenosTest","epEsRewriteJalapenosTest",""
"passed","Thu Jun 11 03:17:10 UTC 2026","Thu Jun 11 03:17:10 UTC 2026","495","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","EpProductNewMainSearchTest","EpProductNewMainSearchTest",""
"passed","Thu Jun 11 03:17:23 UTC 2026","Thu Jun 11 03:17:23 UTC 2026","34","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","getSuggestionWordTest","getSuggestionWordTest",""
"passed","Thu Jun 11 03:17:25 UTC 2026","Thu Jun 11 03:17:25 UTC 2026","384","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchSidebarFilter","testCompanyMainSearchSidebarFilter",""
"passed","Thu Jun 11 03:17:23 UTC 2026","Thu Jun 11 03:17:23 UTC 2026","23","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","getAutoCompleteForSearchTermTest","getAutoCompleteForSearchTermTest",""
"passed","Thu Jun 11 03:17:15 UTC 2026","Thu Jun 11 03:17:15 UTC 2026","17","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","canExchangeTabTest","canExchangeTabTest",""
"broken","Thu Jun 11 03:17:29 UTC 2026","Thu Jun 11 03:17:49 UTC 2026","20387","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","inferenceShortQueryTest","AI Search inference: minimal searchText boundary",""
"passed","Thu Jun 11 03:17:28 UTC 2026","Thu Jun 11 03:17:28 UTC 2026","191","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwEnNormalizationScarfCashmereWoolTest","wlwEnNormalizationScarfCashmereWoolTest",""
"passed","Thu Jun 11 03:12:45 UTC 2026","Thu Jun 11 03:12:45 UTC 2026","17","API Coverage - Arise + Bamboo + Dolphin","Bamboo-Technical","com.testcase.dolphin.cpvProduct.CpvTest","com.testcase.dolphin.cpvProduct.CpvTest","listTopCategoriesTest","list top Categories",""
"broken","Thu Jun 11 03:18:09 UTC 2026","Thu Jun 11 03:18:29 UTC 2026","20012","API Coverage - Arise + Bamboo + Dolphin","Dolphin-Technical","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","pvMatchEmptyCompanyListTest","AI Search PV match: empty companyList",""
