"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","735","should fire show_pdp_infoSection_contactFormButton on contact button impression","Analytics: PDP Desktop (GA3)","2026-09-16","passed","2026-09-16","","info section & gallery","",""
"","6728","should validate GA3 pageView","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","page_view","",""
"","7659","should validate GA3 pageView with virtualPageTitle static_serp","Analytics: Static SERP — Company (GA3)","2026-09-16","passed","2026-09-16","","page_view","",""
"","20","should fire sort_show and sort_click via mobile sort chip","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & product list","",""
"","145","should fire company_card_click when description is clicked (bubbling to card)","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","company card tracking","",""
"","17111","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the showroom product card federated widget","Analytics: Showroom – Direct Request Widget / QDR modal (GA3)","2026-09-16","passed","2026-09-16","","","",""
"","211","should fire click tracking on product card hit area click","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","142","should fire companyName tracking when ResponseLabel is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","314","should fire hitArea tracking when PriceAction empty area is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","98","should fire click_productSerp_sponsoredBrand_showContactForm on contact button click","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","sponsored brand tracking","",""
"","378","should fire click tracking on portfolio product click","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","company card tracking","",""
"","310","should fire show_productSerp_sponsoredBrand on sponsored brand impression","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","sponsored brand tracking","",""
"","163","should fire productImage tracking when SponsoredLabel is clicked (bubbling)","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","129","should fire click tracking on product description click","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","194","should fire company_details_copy_click on read-more description","Analytics: CPP Desktop (GA3)","2026-09-16","passed","2026-09-16","","profile & products","",""
"","20702","should fire rewrite, undo, and feedback click events in the AI toolbar flow","Analytics: RFQ (GA3)","2026-09-16","passed","2026-09-16","","rfq_ai_tracking (DRG-581 treatment)","",""
"","268","should fire click tracking on more products card click","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","company card tracking","",""
"","109","should fire companyName tracking on company header area click (bubbling)","Analytics: Product Search (GA3)","2026-09-16","passed","2026-09-16","","product card tracking","",""
"","116","should fire paginate_click on load-more products click","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & product list","",""
"","15","should fire recommended_products_show on you-may-like impression","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & product list","",""
"","86","should fire show_cpp_wlwAppBanner on app scene banner impression","Analytics: CPP Desktop (GA3)","2026-09-16","passed","2026-09-16","","profile & products","",""
"","235","should fire image_enlarge on company images section impression","Analytics: CPP Desktop (GA3)","2026-09-16","passed","2026-09-16","","profile & products","",""
"","16246","should fire show_contactForm → click_contact_page_message_send → messageTransaction_sent → show_directRequest_successPopup through the federated widget","Analytics: Direct Request Widget / QDR modal (GA3)","2026-09-16","passed","2026-09-16","","","",""
"","2358","should fire profile_items_show on info-section contact impression","Analytics: CPP Desktop (GA3)","2026-09-16","passed","2026-09-16","","profile & products","",""
"","329","should fire mobile_company_modules_show on company products module","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & product list","",""
"","192","should fire show_exploration_trendingProductsWidget_shown on trending widget impression","Analytics: PDP Desktop (GA3)","2026-09-16","passed","2026-09-16","","company products, widgets & chrome","",""
"","1381","should fire click_login_googleButton on Google button click","Analytics: Supplier Login (GA3)","2026-09-16","passed","2026-09-16","","Social Login buttons","",""
"","432","should fire recommended_products_product_card_click on recommended card name/image","Analytics: CPP Desktop (GA3)","2026-09-16","passed","2026-09-16","","profile & products","",""
"","34","should fire show_cpp_viewMoreCompanyProductsButton on load-more impression","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & product list","",""
"","60","should fire show tracking on portfolio product impression","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","company card tracking","",""
"","981","should fire profile_items_show for sticky panel contact when bar slides in","Analytics: CPP Mobile (GA3)","2026-09-16","passed","2026-09-16","","sticky contact panel","",""
"","4287","should fire click_serp_maplayover_showContactForm on map overlay contact button click","Analytics: Company Search (GA3)","2026-09-16","passed","2026-09-16","","company card tracking","",""
"","11470","should fire show_pdp_module_recommended_products on you-may-like impression","Analytics: PDP Mobile (GA3)","2026-09-16","passed","2026-09-16","","modules & chrome","",""
