"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 15 07:59:20 UTC 2026","Mon Jun 15 07:59:20 UTC 2026","76","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","zeroResultProductRecommendTest","Recommend products in 0 result search list page v1 -- wlw",""
"passed","Mon Jun 15 07:54:11 UTC 2026","Mon Jun 15 07:54:12 UTC 2026","574","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearch","testCompanyMainSearch",""
"broken","Mon Jun 15 07:57:58 UTC 2026","Mon Jun 15 07:58:18 UTC 2026","20015","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallTest","AI Search recall (supplierTextSearch) API using params from inference",""
"broken","Mon Jun 15 07:55:17 UTC 2026","Mon Jun 15 07:55:37 UTC 2026","20016","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","pvMatchTest","AI Search PV match (supplierAiMatch) API",""
"passed","Mon Jun 15 07:54:14 UTC 2026","Mon Jun 15 07:54:14 UTC 2026","190","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwDeInterventionAllianzGeneralvertretungTest","wlwDeInterventionAllianzGeneralvertretungTest",""
"broken","Mon Jun 15 07:56:57 UTC 2026","Mon Jun 15 07:57:18 UTC 2026","20177","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallPaidSupplierFilterTest","AI Search recall: paid supplier filter (verified=true)",""
"passed","Mon Jun 15 07:54:10 UTC 2026","Mon Jun 15 07:54:10 UTC 2026","296","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","epEsRewriteJalapenosTest","epEsRewriteJalapenosTest",""
"passed","Mon Jun 15 07:59:19 UTC 2026","Mon Jun 15 07:59:20 UTC 2026","79","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","sameStoreProductRecommendTest","product same store recommend -- wlw",""
"passed","Mon Jun 15 07:54:12 UTC 2026","Mon Jun 15 07:54:13 UTC 2026","769","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchLocationSort","testCompanyMainSearchLocationSort",""
"passed","Mon Jun 15 07:54:16 UTC 2026","Mon Jun 15 07:54:16 UTC 2026","236","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwEnNormalizationScarfCashmereWoolTest","wlwEnNormalizationScarfCashmereWoolTest",""
"passed","Mon Jun 15 07:53:54 UTC 2026","Mon Jun 15 07:53:54 UTC 2026","457","API Coverage - Arise + Bamboo + Dolphin","Arise","com.testcase.arise.seo.api.tmb.SEOElementsAPITest","com.testcase.arise.seo.api.tmb.SEOElementsAPITest","getAllElementsByUrlTest","getAllElementsByUrlTest",""
"passed","Mon Jun 15 07:54:07 UTC 2026","Mon Jun 15 07:54:07 UTC 2026","231","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","wlwEnInterventionAirbagsTest","wlwEnInterventionAirbagsTest",""
"passed","Mon Jun 15 07:59:19 UTC 2026","Mon Jun 15 07:59:19 UTC 2026","34","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","getCategoryListWlwWithPreferredSuperCategoryIdsTest","v-recommend category list -- wlw, with preferredSuperCategoryIds",""
"passed","Mon Jun 15 07:54:04 UTC 2026","Mon Jun 15 07:54:04 UTC 2026","234","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","epEsRewriteJalapenosTest","epEsRewriteJalapenosTest",""
